Drug,Drug_Name,label
DB04519,Amantadine,0
DB11129,Aminocaproic acid,0
DB11059,Amisulpride,0
DB00608,Amoxicillin,0
DB09126,Apremilast,0
DB01211,Aprotinin,0
DB01013,Aripiprazole,0
DB00363,Bimatoprost,0
DB00930,Bimatoprost,0
DB00979,Brimonidine,0
DB01914,Brimonidine,0
DB09183,Bromfenac,0
DB10401,Bupivacaine,0
DB01189,Cabergoline,0
DB00967,Calcium Phosphate,0
DB01234,Calcium chloride,0
DB01576,Caprylic acid,0
DB00829,Carbamide peroxide,0
DB01231,Carboxymethylcellulose,0
DB00869,Certoparin,0
DB06262,Chloroquine,0
DB00974,Chorionic Gonadotropin (Human),0
DB00879,Clarithromycin,0
DB00442,Clobetasol propionate,0
DB12039,Clopidogrel,0
DB00153,Clozapine,0
DB00736,Colesevelam,0
DB00898,Cyclopentolate,0
DB05869,D-glucose,0
DB01590,Dasabuvir,0
DB01276,Dermatophagoides pteronyssinus,0
DB00813,Desflurane,0
DB08917,Desloratadine,0
DB08973,Dexamethasone,0
DB00324,Dextroamphetamine,0
DB00712,Diazepam,0
DB00588,Diphenidol,0
DB06730,Dorzolamide,0
DB09462,Doxycycline,0
DB11075,Droxidopa,0
DB01050,Edetic acid,0
DB00047,Emtricitabine,0
DB00030,Entecavir,0
DB00046,Entecavir,0
DB09293,Epicatechin,0
DB05382,Epinephrine,0
DB00448,Ergocalciferol,0
DB00654,Esomeprazole,0
DB01137,Esomeprazole,0
DB00367,Estradiol,0
DB00281,Ethanol,0
DB06655,Ethyl pyruvate,0
DB00873,Everolimus,0
DB00653,Exenatide,0
DB00454,Fentanyl,0
DB04817,Ferric carboxymaltose,0
DB04819,Fluclorolone acetonide,0
DB00353,Fluorometholone,0
DB01110,Flurbiprofen,0
DB01252,Fluticasone propionate,0
DB00218,Gestodene,0
DB01400,Glycerin,0
DB12620,Hydrochlorothiazide,0
DB12624,Hypromellose,0
DB00768,Hypromellose,0
DB09296,Ibuprofen,0
DB00526,Insulin glargine,0
DB00497,Insulin glargine,0
DB12822,Insulin human,0
DB00213,Insulin human,0
DB09297,Insulin human,0
DB00652,Insulin lispro,0
DB00388,Iodide I-131,0
DB00670,Iodine,0
DB09287,Ivermectin,0
DB06812,Lansoprazole,0
DB06209,Latanoprost,0
DB09320,Levofloxacin,0
DB00396,Levonorgestrel,0
DB09141,Lidocaine,0
DB01224,Liraglutide,0
DB12518,Liraglutide,0
DB00863,Loteprednol,0
DB00899,Magnesium sulfate,0
DB00811,Melatonin,0
DB11933,Meperidine,0
DB00896,Metamizole,0
DB00503,Methapyrilene,0
DB00073,Methylergometrine,0
DB06228,Metronidazole,0
DB00296,Miconazole,0
DB00412,Mitiglinide,0
DB01098,Moxifloxacin,0
DB01001,Moxifloxacin,0
DB00936,Neostigmine,0
DB09532,Nerve Growth Factor,0
DB01390,Nystatin,0
DB09153,Octenidine,0
DB00052,Olopatadine,0
DB11460,Ombitasvir,0
DB00708,Ondansetron,0
DB12473,Oxaliplatin,0
DB00871,Oxycodone,0
DB09070,Palonosetron,0
DB08816,Pancreatic Polypeptide,0
DB00193,Pantoprazole,0
DB00519,Paritaprevir,0
DB00302,Pentazocine,0
DB00620,Phenylephrine,0
DB13129,Pirenzepine,0
DB00662,Polyethylene glycol,0
DB00809,Povidone-iodine,0
DB00094,Prasugrel,0
DB01586,Procaine benzylpenicillin,0
DB05294,Procaine benzylpenicillin,0
DB01273,Progesterone,0
DB00661,Protamine sulfate,0
DB04876,Quetiapine,0
DB00163,Raclopride,0
DB11739,Ranitidine,0
DB11231,Remifentanil,0
DB04690,Ribavirin,0
DB00233,Riboprine,0
DB00878,Rimexolone,0
DB01075,Ritonavir,0
DB12225,Ritonavir,0
DB09102,Rituximab,0
DB11586,Rituximab,0
DB00425,Rivaroxaban,0
DB00264,Ropivacaine,0
DB11817,Rosiglitazone,0
DB08895,Rosuvastatin,0
DB00625,Salbutamol,0
DB00715,Salicylic acid,0
DB01045,Secretin human,0
DB00196,Secukinumab,0
DB00482,Sodium bicarbonate,0
DB11727,Sodium bicarbonate,0
DB09257,Sodium chloride,0
DB03209,Sodium chloride,0
DB00741,Sodium fluoride,0
DB01392,Somatotropin,0
DB00495,Squalene,0
DB06817,Sufentanil,0
DB01611,Taurolidine,0
DB00877,Tenofovir disoproxil,0
DB06285,Terbutaline,0
DB00399,Tibolone,0
DB12659,Ticagrelor,0
DB01454,Tramadol,0
DB12210,Trandolapril,0
DB01205,Tranexamic acid,0
DB00586,Triamcinolone,0
DB01086,Trimegestone,0
DB00961,Trimethobenzamide,0
DB06702,Tropicamide,0
DB00743,Urofollitropin,0
DB12116,Ursodeoxycholic acid,0
DB00404,Vandetanib,0
DB03166,Varenicline,0
DB00847,Verapamil,0
DB05351,Vildagliptin,0
DB00445,Vitamin E,0
DB08882,Captopril,0
DB09279,Enalapril,0
DB04874,Trandolapril,0
DB01345,Ramipril,0
DB00068,Lisinopril,0
DB00441,Lycopene,0
DB12015,Camptothecin,0
DB09275,Fluorouracil,0
DB00256,Leucovorin,0
DB00041,Oxaliplatin,0
DB01073,Tirofiban,0
DB00987,Aminosalicylic acid,0
DB05220,Cyclophosphamide,0
DB11911,Filgrastim,0
DB12381,Glimepiride,0
DB12550,Insulin lispro,0
DB00078,Insulin human,0
DB00182,Ketoprofen,0
DB00836,Doxycycline,0
DB12059,Nystatin,0
DB00315,Sodium bicarbonate,0
DB11118,Chlorhexidine,0
DB12228,Calcium Phosphate,0
DB09330,Ropivacaine,0
DB00186,Sodium chloride,0
DB00734,Epinephrine,0
DB09546,Bupivacaine,0
DB12325,Diphenhydramine,0
DB09397,Lidocaine,0
DB11936,Beclabuvir,0
DB00419,Daclatasvir,0
DB11805,Asunaprevir,0
DB12183,Albendazole,0
DB09049,Ivermectin,0
DB11978,Zolpidem,0
DB12130,Metoprolol,0
DB01167,Ritonavir,0
DB11971,Ribavirin,0
DB08916,Ombitasvir,0
DB03088,Paritaprevir,0
DB13086,Dasabuvir,0
DB13012,Nefopam,0
DB11989,Acetaminophen,0
DB09038,Piroxicam,0
DB11808,Capecitabine,0
DB11591,Baricitinib,0
DB12273,Tofacitinib,0
DB05494,Efavirenz,0
DB12395,Paroxetine,0
DB12253,Rifampicin,0
DB12180,Caffeine,0
DB12526,Fluconazole,0
DB11732,Ciprofloxacin,0
DB12412,Losartan,0
DB12713,Midazolam,0
DB12167,Omeprazole,0
DB00121,Bevacizumab,0
DB12513,Fentanyl,0
DB12427,Celecoxib,0
DB11759,Colesevelam,0
DB11878,Ivabradine,0
DB12615,Carvedilol,0
DB12114,Endostar,0
DB12392,Gimeracil,0
DB12543,Oteracil,0
DB11853,Cisplatin,0
DB11581,Exenatide,0
DB00947,Insulin glargine,0
DB11925,Rosiglitazone,0
DB11919,Hydrocortisone,0
DB09278,Yohimbine,0
DB00787,Sumatriptan,0
DB00125,Dextromethorphan,0
DB11809,Ketamine,0
DB11995,Dexmedetomidine,0
DB09060,Propofol,0
DB12054,Liraglutide,0
DB06761,Mitiglinide,0
DB11751,Morphine,0
DB08875,Meperidine,0
DB00089,Metformin,0
DB04339,Rosuvastatin,0
DB12830,Metronidazole,0
DB00535,Zidovudine,0
DB00438,Raltegravir,0
DB00341,Secukinumab,0
DB09277,Hydroxychloroquine,0
DB06292,Sirolimus,0
DB08809,Urofollitropin,0
DB00343,Teriparatide,0
DB09075,Vildagliptin,0
DB05187,Vitamin D3,0
DB00303,Zoledronic acid,0
DB11827,Epicatechin,0
DB12235,SJ-733,0
DB04953,Midomafetamine,0
DB00875,Water,0
DB06623,Albumin human,0
DB05260,AZD-6280,0
DB00798,Flumazenil,0
DB12141,Diclofenac,0
DB01067,Benzocaine,0
DB11575,Mepivacaine,0
DB11627,Clindamycin,0
DB11123,Povidone-iodine,0
DB09053,Fesoterodine,0
DB11737,Gadobenic acid,0
DB01362,Epigallocatechin gallate,0
DB00332,Polyethylene glycol,0
DB05096,Fludeoxyglucose (18F),0
DB11912,Vonoprazan,0
DB00279,Lansoprazole,0
DB12534,Didanosine,0
DB00825,Stavudine,0
DB00968,Lamivudine,0
DB00959,Nevirapine,0
DB08893,Esomeprazole,0
DB00471,Melatonin,0
DB09074,Alprazolam,0
DB11746,Entecavir,0
DB01083,Acetic acid,0
DB00107,Cysteamine,0
DB11814,Procaine benzylpenicillin,0
DB12675,Dexlansoprazole,0
DB07941,Clarithromycin,0
DB01267,Paclitaxel,0
DB01269,Epirubicin,0
DB11774,Carboplatin,0
DB00082,Cobicistat,0
DB11664,Linagliptin,0
DB12975,Fimasartan,0
DB12874,Picoplatin,0
DB08913,Potassium cation,0
DB08864,D-glucose,0
DB09292,Verapamil,0
DB06654,Hydrochlorothiazide,0
DB06335,Interferon beta-1b,0
DB00203,Heparin,0
DB11803,Rivaroxaban,0
DB00815,Acenocoumarol,0
DB11764,Warfarin,0
DB00421,Pyridoxal phosphate,0
DB00864,Gemcitabine,0
DB00560,Alpelisib,0
DB01409,Pantoprazole,0
DB00932,Amoxicillin,0
DB09076,Bismuth subcitrate potassium,0
DB08881,Lymecycline,0
DB02546,Aldesleukin,0
DB00558,Fludarabine,0
DB13021,Desonide,0
DB00770,Doxorubicin,0
DB00009,Naltrexone,0
DB01223,Vincristine,0
DB09326,Ifosfamide,0
DB00026,Vindesine,0
DB01217,Rituximab,0
DB05767,Etoposide,0
DB00098,Cytarabine,0
DB11854,Baclofen,0
DB00572,Sorbitol,0
DB11966,Sufentanil,0
DB12256,Ondansetron,0
DB00074,Sofosbuvir,0
DB06769,Ropinirole,0
DB00290,Alisertib,0
DB02300,Galunisertib,0
DB00136,Merestinib,0
DB06724,Abemaciclib,0
DB12452,Taladegib,0
DB01535,Ibritumomab tiuxetan,0
DB11113,Amphetamine,0
DB01161,Loperamide,0
DB01401,JNJ-40411813,0
DB00369,Lapatinib,0
DB12849,Florbetapir (18F),0
DB00260,Zolmitriptan,0
DB00091,Raclopride,0
DB06637,Ammonia,0
DB04983,Telcagepant,0
DB00917,Methylphenidate,0
DB00561,Osimertinib,0
DB06410,Clonidine,0
DB09045,Lorazepam,0
DB11687,Risperidone,0
DB06243,Iobenguane sulfate I-123,0
DB11979,Idasanutlin,0
DB00530,Erythromycin,0
DB00990,Technetium Tc-99m sulfur colloid,0
DB12909,Lamotrigine,0
DB05595,Bempedoic acid,0
DB01216,Miglustat,0
DB09148,Saracatinib,0
DB01099,Sapitinib,0
DB09398,Naloxegol,0
DB12091,Glasdegib,0
DB00674,Lorlatinib,0
DB06784,Itraconazole,0
DB13040,Vilaprisan,0
DB00143,Afatinib,0
DB00145,Pidolic acid,0
DB00956,Acoziborole,0
DB13023,AQX-1125,0
DB13156,Benznidazole,0
DB00105,Ambroxol,0
DB00753,Empagliflozin,0
DB00951,Faldaprevir,0
DB00465,Bilastine,0
DB04398,Ecopipam,0
DB04465,Elacytarabine,0
DB01006,Esreboxetine,0
DB00007,GDC-0810,0
DB00583,Apitolisib,0
DB01378,Daprodustat,0
DB09407,Ketoconazole,0
DB03323,Batefenterol,0
DB12041,Lasmiditan,0
DB00888,Gemigliptin,0
DB08167,Sotagliflozin,0
DB00305,LY-3023414,0
DB00745,Biotin,0
DB05493,Omaveloxolone,0
DB06711,Orvepitant,0
DB00622,Pevonedistat,0
DB09112,Filibuvir,0
DB09035,Plazomicin,0
DB00717,Poziotinib,0
DB11765,Resminostat,0
DB05495,Samidorphan,0
DB12602,Relugolix,0
DB00337,Venetoclax,0
DB06811,Fulvestrant,0
DB00781,Vistusertib,0
DB00761,6-O-benzylguanine,0
DB00750,AQX-1125,0
DB01087,AZD-6280,0
DB01168,Abemaciclib,0
DB00339,Abemaciclib,0
DB00481,Acoziborole,0
DB11656,Activated charcoal,0
DB11753,Acyclovir,0
DB00884,Afatinib,0
DB01656,Aldesleukin,0
DB13067,Alisertib,0
DB05273,Alpelisib,0
DB12035,Ambroxol,0
DB00658,Ammonia,0
DB12965,Apitolisib,0
DB09395,Arginine,0
DB09484,Artefenomel,0
DB02772,Avatrombopag,0
DB01268,Avibactam,0
DB05253,BQ-123,0
DB06287,Bempedoic acid,0
DB00624,Benznidazole,0
DB06273,Beractant,0
DB06212,Bilastine,0
DB01030,Cabotegravir,0
DB12169,Cabozantinib,0
DB00072,Camptothecin,0
DB00287,Cannabidiol,0
DB00755,Capromab pendetide,0
DB00440,Carbocisteine,0
DB06825,Cebranopadol,0
DB03419,Cefdinir,0
DB00570,Ceftazidime,0
DB00162,Cetirizine,0
DB11195,Chlorhexidine,0
DB01593,Choline C 11,0
