Drug,Drug_Name,label
DB00316,Acetaminophen,0
DB03166,Acetic acid,0
DB00062,Acetic acid,0
DB00041,Albumin human,0
DB00770,Aldesleukin,0
DB01223,Alprostadil,0
DB00233,Aminophylline,0
DB09326,Aminosalicylic acid,0
DB00613,Ammonia N-13,0
DB00026,Amodiaquine,0
DB01217,Anakinra,0
DB05767,Anastrozole,0
DB00098,Andrographolide,0
DB11854,Antithymocyte immunoglobulin (rabbit),0
DB00572,Astodrimer,0
DB11966,Atropine,0
DB12256,Azathioprine,0
DB11817,BMS-986094,0
DB00074,Bamosiran,0
DB12526,Baricitinib,0
DB12225,Basiliximab,0
DB11936,Batefenterol,0
DB06769,Beclabuvir,0
DB00443,Bempedoic acid,0
DB00290,Bendamustine,0
DB00083,Betamethasone,0
DB00201,Bevacizumab,0
DB02300,Bleomycin,0
DB00136,Botulinum toxin type A,0
DB06724,Buspirone,0
DB04690,Caffeine,0
DB12452,Calcipotriol,0
DB01535,Calcitriol,0
DB11113,Calcium carbonate,0
DB01161,Camptothecin,0
DB01401,Capecitabine,0
DB00369,Capecitabine,0
DB00537,Caprylic alcohol,0
DB12849,Carboplatin,0
DB00575,Carfentanil,0
DB00531,Castor oil,0
DB00260,Chloroprocaine,0
DB00091,Choline magnesium trisalicylate,0
DB09102,Cidofovir,0
DB06637,Ciprofloxacin,0
DB04983,Cisplatin,0
DB00917,Clazakizumab,0
DB00561,Clonidine,0
DB06410,Cyclophosphamide,0
DB09045,Cycloserine,0
DB11687,Cyclosporine,0
DB06243,Daclatasvir,0
DB11979,Dalfampridine,0
DB11727,Denufosol,0
DB12039,Dextromethorphan,0
DB12116,Dinoprostone,0
DB00530,Donepezil,0
DB00990,Doxapram,0
DB12909,Doxercalciferol,0
DB05595,Dulaglutide,0
DB06702,E-6201,0
DB00099,Eflornithine,0
DB01216,Elagolix,0
DB09148,Endostar,0
DB01099,Epicatechin,0
DB01073,Epigallocatechin gallate,0
DB09398,Erlotinib,0
DB00743,Etoposide,0
DB12091,Exemestane,0
DB00674,Factor XIII (human),0
DB06784,Farletuzumab,0
DB13040,Fesoterodine,0
DB00441,Filgrastim,0
DB09257,Finasteride,0
DB00143,Florbetaben (18F),0
DB00145,Florbetapir (18F),0
DB00956,Flucytosine,0
DB13023,Fludarabine,0
DB00078,Fludeoxyglucose (18F),0
DB13156,Fluoride ion F-18,0
DB00105,Gadobenic acid,0
DB09546,Gadolinium,0
DB00753,Galantamine,0
DB00951,Gallium citrate Ga-67,0
DB00465,Gandotinib,0
DB04398,Gemcitabine,0
DB04465,Gimeracil,0
DB01006,Glutathione,0
DB00007,Glycine,0
DB00583,Heparin,0
DB01378,Hydrocodone,0
DB09407,IPI-493,0
DB03323,Ibritumomab tiuxetan,0
DB12041,Inosine pranobex,0
DB00888,Interferon alfa-2b,0
DB00331,Iobenguane sulfate I-123,0
DB08167,Isoflurane,0
DB01017,Isoniazid,0
DB00305,Ketorolac,0
DB00745,Lactic acid,0
DB00295,Lactose,0
DB05493,Lapatinib,0
DB00704,Letrozole,0
DB06711,Leuprolide,0
DB12293,Levocarnitine,0
DB00622,Magnesium cation,0
DB09112,Magnesium chloride,0
DB06690,Maltose,0
DB09035,Mapracorat,0
DB00717,Mechlorethamine,0
DB12513,Metformin,0
DB00338,Methylthioninium,0
DB09140,Minocycline,0
DB11765,Mitomycin,0
DB05495,Modafinil,0
DB12602,Morphine,0
DB04874,Mycophenolate mofetil,0
DB00337,NX-1207,0
DB06811,Naltrexone,0
DB09287,Naphazoline,0
DB00781,Nefopam,0
DB00761,Nicardipine,0
DB00750,Nitrous acid,0
DB01087,Nitrous oxide,0
DB01168,Nivolumab,0
DB00339,Norethisterone,0
DB00481,Olanzapine,0
DB11656,Omaveloxolone,0
DB01045,Omeprazole,0
DB11753,Omeprazole,0
DB00884,Oxygen,0
DB06228,PF-04991532,0
DB01656,PG-530742,0
DB00268,Paclitaxel,0
DB00412,Pembrolizumab,0
DB13067,Pentetreotide,0
DB05273,Picoplatin,0
DB12035,Pimecrolimus,0
DB00658,Polidocanol,0
DB12965,Polyethylene glycol,0
DB09395,Polymyxin B,0
DB09484,Potassium chloride,0
DB02772,Prilocaine,0
DB01268,Primaquine,0
DB09397,Procarbazine,0
DB05253,Pyrazinamide,0
DB12228,Pyrimethamine,0
DB06287,Raloxifene,0
DB06285,Rebamipide,0
DB00624,Rifampicin,0
DB06273,Rifamycin,0
DB08895,Risedronic acid,0
DB06212,Rivaroxaban,0
DB01030,Roflumilast,0
DB12169,Ropinirole,0
DB00072,Rosiglitazone,0
DB00287,Rotigaptide,0
DB00755,Samarium (153Sm) lexidronam,0
DB00440,Sarecycline,0
DB06825,Sevelamer,0
DB03419,Silver,0
DB00570,Sodium acetate,0
DB00541,Sodium fluorophosphate,0
DB00162,Sucrose,0
DB00169,Sulfadoxine,0
DB09145,Sunitinib,0
DB11195,Technetium Tc-99m sulfur colloid,0
DB01593,Telapristone acetate,0
DB00399,Telcagepant,0
DB02342,Temsirolimus,0
DB01418,Teriparatide,0
DB11709,Testosterone,0
DB08885,Tirofiban,0
DB01118,Tocilizumab,0
DB00681,Tofacitinib,0
DB09274,Tolvaptan,0
DB01076,Topotecan,0
DB00972,Tralokinumab,0
DB00207,Trastuzumab,0
DB12768,Travoprost,0
DB00181,Tretinoin,0
DB00394,Trimethoprim,0
DB09084,Triptorelin,0
DB11326,Uracil,0
DB00188,Vinblastine,0
DB11776,Vincristine,0
DB01222,Vitamin A,0
DB00297,Vitamin D3,0
DB05398,Water,0
DB00146,Xylitol,0
DB00258,Zinc,0
DB01197,Zoledronic acid,0
DB01136,2-Methoxyestradiol,0
DB09050,Acenocoumarol,0
DB01410,Acetaminophen,0
DB00155,Acetyl hexapeptide-3,0
DB01190,Aflibercept,0
DB09065,Amiodarone,0
DB00286,Amphotericin B,0
DB11672,Artesunate,0
DB11682,Aspirin,0
DB01260,Atorvastatin,0
DB00547,Azelastine,0
DB00633,Azithromycin,0
DB00900,BCG vaccine,0
DB00254,Baclofen,0
DB01395,Beclomethasone dipropionate,0
DB01126,Benzydamine,0
DB00378,Berberine,0
DB09272,Bevacizumab,0
DB00584,Boric acid,0
DB00668,Bortezomib,0
DB00199,Brodalumab,0
DB00016,Budesonide,0
DB09119,Bupivacaine,0
DB00005,C31G,0
DB01039,Calcifediol,0
DB00800,Calcium acetate,0
DB04908,Capsaicin,0
DB13146,Captopril,0
DB00569,Carboplatin,0
DB00983,Carvedilol,0
DB01044,Ceftolozane,0
DB00222,Ciclesonide,0
DB03404,Cisplatin,0
DB08818,Citrulline,0
DB00999,Clindamycin,0
DB00327,Cobicistat,0
DB11602,Conjugated estrogens,0
DB06789,Curcumin,0
DB00710,Daprodustat,0
DB01181,Desonide,0
DB11964,Desonide,0
DB09374,Desoximetasone,0
DB00982,Dexmedetomidine,0
DB09083,Didanosine,0
DB00602,Doxorubicin,0
DB01221,Doxycycline,0
DB01026,Drospirenone,0
DB01009,Dutasteride,0
DB00581,Dydrogesterone,0
DB00709,Eluxadoline,0
DB09027,Enalapril,0
DB00480,Epinephrine,0
DB00166,Erythromycin,0
DB00722,Erythropoietin,0
DB06708,Eslicarbazepine acetate,0
DB01065,Estradiol,0
DB01042,Etanercept,0
DB00834,Etoposide,0
DB00788,Fenofibrate,0
DB00238,Fenoldopam,0
DB01115,Flibanserin,0
DB00727,Fluciclovine (18F),0
DB08888,Fludeoxyglucose (18F),0
DB00104,Fondaparinux,0
DB01165,Formoterol,0
DB11130,Gatifloxacin,0
DB09350,Glimepiride,0
DB00554,Hemin,0
DB00818,Heparin,0
DB01839,Hyaluronic acid,0
DB11087,Hydrochlorothiazide,0
DB00114,Hydromorphone,0
DB01129,Hydroxyethyl cellulose,0
DB00178,Hydroxyprogesterone caproate,0
DB01270,Ibandronate,0
DB12404,Ifosfamide,0
DB11614,Ilaprazole,0
DB09029,Indocyanine green,0
DB01266,Isotretinoin,0
DB08934,Ivabradine,0
DB01638,Ivermectin,0
DB00649,Ketamine,0
DB00202,Ketoconazole,0
DB00364,Ketoprofen,0
DB06206,Lactulose,0
DB01015,Lamivudine,0
DB00669,Ledipasvir,0
DB00820,Lenalidomide,0
DB00706,Leucovorin,0
DB09071,Lipoic acid,0
DB12441,Lisinopril,0
DB01606,Lumefantrine,0
DB00853,Melatonin,0
DB00031,Melphalan,0
DB00277,Mifepristone,0
DB00373,Mineral oil,0
DB05679,Morphine,0
DB00313,Naltrexone,0
DB09082,Naproxen,0
DB09185,Nefopam,0
DB00309,Nevirapine,0
DB11693,Nifedipine,0
DB00682,Nitroglycerin,0
DB09315,Ocriplasmin,0
DB12537,Octreotide,0
DB00518,Ofloxacin,0
DB06288,Opium,0
DB01060,Paclitaxel,0
DB00963,Piperonyl butoxide,0
DB11348,Piroxicam,0
DB01164,Propofol,0
DB04519,Propylene glycol,0
DB11129,Pyrethrum extract,0
DB11059,Pyridoxal phosphate,0
DB00608,Rabeprazole,0
DB09126,Ramipril,0
DB01211,Ranibizumab,0
DB01013,Remimazolam,0
DB00363,Rupatadine,0
DB00930,Secukinumab,0
DB00979,Simvastatin,0
DB01914,Sinecatechins,0
DB09183,Sofosbuvir,0
DB10401,Sofosbuvir,0
DB01189,Sorbitol,0
DB00967,Stavudine,0
DB01234,Succinylcholine,0
DB01576,Sucralfate,0
DB00829,Sugammadex,0
DB01231,Sulfamethoxazole,0
DB00869,Sumatriptan,0
DB00974,Sumatriptan,0
DB00442,Tadalafil,0
DB00153,Tamsulosin,0
DB00736,Tasimelteon,0
DB00898,Tavilermide,0
DB05869,Tazobactam,0
DB01590,Temozolomide,0
DB01276,Tenecteplase,0
DB00813,Tenofovir disoproxil,0
DB08917,Theophylline,0
DB08973,Timolol,0
DB00324,Ustekinumab,0
DB00712,Valproic acid,0
DB00588,Vilanterol,0
DB06730,Viloxazine,0
DB09462,Vincristine,0
DB01050,Vindesine,0
DB00047,Vitamin D3,0
DB00046,Voclosporin,0
DB09293,Warfarin,0
DB05382,Water,0
DB00448,Xenon-133,0
DB00654,"1,2-Benzodiazepine",0
DB01137,Acetylcysteine,0
DB00367,Albendazole,0
DB00281,Albumin human,0
DB06655,Amisulpride,0
DB00873,Amoxicillin,0
DB00653,Bimatoprost,0
DB00454,Brimonidine,0
DB04817,Bromfenac,0
DB04819,Bupivacaine,0
DB00353,Calcium Phosphate,0
DB01110,Calcium chloride,0
DB01252,Caprylic acid,0
DB01400,Carbamide peroxide,0
DB12620,Carboxymethylcellulose,0
DB12624,Certoparin,0
DB00768,Chloroquine,0
DB09296,Chorionic Gonadotropin (Human),0
DB00526,Clarithromycin,0
DB00497,Clobetasol propionate,0
DB12822,Clopidogrel,0
DB00213,Clozapine,0
DB09297,Colesevelam,0
DB00652,Cyclopentolate,0
DB00388,D-glucose,0
DB00670,Dasabuvir,0
DB06812,Dermatophagoides pteronyssinus,0
DB06209,Desflurane,0
DB09141,Desloratadine,0
DB12518,Dexamethasone,0
DB00863,Dextroamphetamine,0
DB00899,Diazepam,0
DB00811,Diphenidol,0
DB11933,Dorzolamide,0
DB00896,Doxycycline,0
DB00073,Edetic acid,0
DB00296,Entecavir,0
DB01001,Entecavir,0
DB00936,Epicatechin,0
DB09532,Epinephrine,0
DB01390,Ergocalciferol,0
DB00052,Esomeprazole,0
DB11460,Esomeprazole,0
DB00708,Ethanol,0
DB12473,Ethyl pyruvate,0
DB00871,Everolimus,0
DB09070,Exenatide,0
DB08816,Fentanyl,0
DB00193,Ferric carboxymaltose,0
DB00519,Fluclorolone acetonide,0
DB00302,Fluorometholone,0
DB00620,Flurbiprofen,0
DB13129,Fluticasone propionate,0
DB00094,Gestodene,0
DB01586,Glycerin,0
DB05294,Hydrochlorothiazide,0
DB01273,Hypromellose,0
DB00661,Ibuprofen,0
DB04876,Insulin glargine,0
DB00163,Insulin glargine,0
DB11739,Insulin human,0
DB11231,Insulin human,0
DB00878,Insulin lispro,0
DB01075,Iodide I-131,0
DB11586,Iodine,0
DB00425,Ivermectin,0
DB00264,Lansoprazole,0
DB00625,Latanoprost,0
DB00715,Levofloxacin,0
DB00196,Levonorgestrel,0
DB00482,Lidocaine,0
DB03209,Liraglutide,0
DB00741,Liraglutide,0
DB01392,Loteprednol,0
DB00495,Magnesium sulfate,0
DB06817,Melatonin,0
DB01611,Meperidine,0
DB00877,Metamizole,0
DB12659,Methapyrilene,0
DB01454,Methylergometrine,0
DB12210,Metronidazole,0
DB01205,Miconazole,0
DB00586,Mitiglinide,0
DB01086,Moxifloxacin,0
DB00961,Neostigmine,0
DB00404,Nerve Growth Factor,0
DB00847,Nystatin,0
DB05351,Octenidine,0
DB00445,Olopatadine,0
DB08882,Ombitasvir,0
DB09279,Ondansetron,0
DB01345,Oxaliplatin,0
DB00068,Oxycodone,0
DB12015,Palonosetron,0
DB09275,Pancreatic Polypeptide,0
DB00256,Pantoprazole,0
DB00987,Paritaprevir,0
DB05220,Pentazocine,0
DB11911,Phenylephrine,0
DB12381,Pirenzepine,0
DB12550,Polyethylene glycol,0
DB00182,Povidone-iodine,0
DB00836,Prasugrel,0
DB12059,Procaine benzylpenicillin,0
DB00315,Protamine sulfate,0
DB11118,Raclopride,0
DB09330,Ranitidine,0
DB00186,Remifentanil,0
DB00734,Ribavirin,0
DB12325,Riboprine,0
DB00419,Rimexolone,0
DB11805,Ritonavir,0
DB12183,Rituximab,0
DB09049,Rituximab,0
DB11978,Rivaroxaban,0
DB12130,Ropivacaine,0
DB01167,Rosiglitazone,0
DB11971,Salbutamol,0
DB08916,Salicylic acid,0
DB03088,Secretin human,0
DB13086,Secukinumab,0
DB13012,Sodium bicarbonate,0
DB11989,Sodium bicarbonate,0
DB09038,Sodium chloride,0
DB11808,Sodium fluoride,0
DB11591,Somatotropin,0
DB12273,Squalene,0
DB05494,Sufentanil,0
DB12395,Taurolidine,0
DB12253,Terbutaline,0
DB12180,Tibolone,0
DB11732,Ticagrelor,0
DB12412,Tramadol,0
DB12713,Trandolapril,0
DB12167,Tranexamic acid,0
DB00121,Triamcinolone,0
DB12427,Trimegestone,0
DB11759,Tropicamide,0
DB11878,Urofollitropin,0
DB12615,Ursodeoxycholic acid,0
DB12114,Vandetanib,0
DB12392,Varenicline,0
DB12543,Verapamil,0
DB11853,Vildagliptin,0
DB11581,Vitamin E,0
DB00947,Vonoprazan,0
DB11925,Captopril,0
DB11919,Enalapril,0
DB09278,Trandolapril,0
DB00787,Ramipril,0
DB00125,Lisinopril,0
DB11809,Lycopene,0
DB11995,Camptothecin,0
DB09060,Fluorouracil,0
DB12054,Leucovorin,0
DB06761,Oxaliplatin,0
DB11751,Tirofiban,0
DB08875,Aminosalicylic acid,0
DB00089,Cyclophosphamide,0
DB04339,Filgrastim,0
DB12830,Glimepiride,0
DB00535,Insulin lispro,0
DB00438,Insulin human,0
DB00341,Ketoprofen,0
DB09277,Doxycycline,0
DB06292,Nystatin,0
DB08809,Sodium bicarbonate,0
DB00343,Chlorhexidine,0
DB09075,Calcium Phosphate,0
DB05187,Ropivacaine,0
DB00303,Sodium chloride,0
DB11827,Epinephrine,0
DB12235,Bupivacaine,0
DB04953,Diphenhydramine,0
DB00875,Lidocaine,0
DB06623,Beclabuvir,0
DB05260,Daclatasvir,0
DB00798,Asunaprevir,0
DB12141,Albendazole,0
DB01067,Ivermectin,0
DB11575,Zolpidem,0
DB11627,Metoprolol,0
DB11123,Ritonavir,0
DB09053,Ribavirin,0
DB11737,Ombitasvir,0
DB01362,Paritaprevir,0
DB00332,Dasabuvir,0
DB05096,Nefopam,0
DB11912,Acetaminophen,0
DB00279,Piroxicam,0
DB12534,Capecitabine,0
DB00825,Baricitinib,0
DB00968,Tofacitinib,0
DB00959,Efavirenz,0
DB08893,Paroxetine,0
DB00471,Rifampicin,0
DB09074,Caffeine,0
DB11746,Fluconazole,0
DB01083,Ciprofloxacin,0
DB00107,Losartan,0
DB11814,Midazolam,0
DB12675,Omeprazole,0
DB07941,Bevacizumab,0
DB01267,Fentanyl,0
DB01269,Celecoxib,0
DB11774,Colesevelam,0
DB00082,Ivabradine,0
DB11664,Carvedilol,0
DB12975,Endostar,0
DB12874,Gimeracil,0
DB08913,Oteracil,0
DB08864,Cisplatin,0
DB09292,Exenatide,0
DB06654,Insulin glargine,0
DB06335,Rosiglitazone,0
DB00203,Hydrocortisone,0
DB11803,Yohimbine,0
DB00815,Sumatriptan,0
DB11764,Dextromethorphan,0
DB00421,Ketamine,0
DB00864,Dexmedetomidine,0
DB00560,Propofol,0
DB01409,Liraglutide,0
DB00932,Mitiglinide,0
DB09076,Morphine,0
DB08881,Meperidine,0
DB02546,Metformin,0
DB00558,Rosuvastatin,0
DB13021,Metronidazole,0
