Drug,Drug_Name,label
DB00286,Vilaprisan,0
DB00547,Vorinostat,0
DB01395,Zanamivir,0
DB01126,Zidovudine,0
DB00378,Zolmitriptan,0
DB09272,Zolpidem,0
DB09119,Zolpidem,0
DB00005,123I-iodometomidate,0
DB00800,Abiraterone,0
DB04908,Acetaminophen,0
DB13146,Acetic acid,0
DB00569,Acetic acid,0
DB00983,Albumin human,0
DB01044,Aldesleukin,0
DB03404,Alprostadil,0
DB08818,Alteplase,0
DB00327,Aminophylline,0
DB11602,Aminosalicylic acid,0
DB06789,Ammonia N-13,0
DB00710,Amodiaquine,0
DB11964,Anakinra,0
DB09374,Anastrozole,0
DB00982,Andrographolide,0
DB00581,Antithymocyte immunoglobulin (rabbit),0
DB09027,Astodrimer,0
DB00480,Atropine,0
DB00166,Azathioprine,0
DB06708,BMS-986094,0
DB01042,Bamosiran,0
DB00834,Baricitinib,0
DB00788,Basiliximab,0
DB01115,Batefenterol,0
DB00727,Beclabuvir,0
DB08888,Bempedoic acid,0
DB00104,Bendamustine,0
DB01165,Betamethasone,0
DB11130,Bevacizumab,0
DB09350,Bleomycin,0
DB01839,Botulinum toxin type A,0
DB11087,Buspirone,0
DB01129,Caffeine,0
DB01270,Calcipotriol,0
DB12404,Calcitriol,0
DB11614,Calcium carbonate,0
DB01266,Camptothecin,0
DB00202,Capecitabine,0
DB00364,Capecitabine,0
DB06206,Caprylic alcohol,0
DB01015,Carboplatin,0
DB00820,Carfentanil,0
DB00706,Castor oil,0
DB09071,Chloroprocaine,0
DB12441,Choline magnesium trisalicylate,0
DB01606,Cidofovir,0
DB00853,Ciprofloxacin,0
DB00031,Cisplatin,0
DB00277,Clazakizumab,0
DB05679,Clonidine,0
DB00313,Cyclophosphamide,0
DB09082,Cycloserine,0
DB09185,Cyclosporine,0
DB11693,Daclatasvir,0
DB09315,Dalfampridine,0
DB12537,Denufosol,0
DB06288,Dextromethorphan,0
DB00963,Dinoprostone,0
DB01164,Donepezil,0
DB04519,Doxapram,0
DB11129,Doxercalciferol,0
DB11059,Dulaglutide,0
DB00608,E-6201,0
DB09126,Eflornithine,0
DB01013,Elagolix,0
DB00979,Endostar,0
DB10401,Epicatechin,0
DB01189,Epigallocatechin gallate,0
DB00967,Erlotinib,0
DB00829,Etoposide,0
DB01231,Exemestane,0
DB00869,Factor XIII (human),0
DB00974,Farletuzumab,0
DB00153,Fesoterodine,0
DB00898,Filgrastim,0
DB05869,Finasteride,0
DB01590,Florbetaben (18F),0
DB08917,Florbetapir (18F),0
DB08973,Flucytosine,0
DB00324,Fludarabine,0
DB00712,Fludeoxyglucose (18F),0
DB00588,Fluoride ion F-18,0
DB06730,Gadobenic acid,0
DB09462,Gadolinium,0
DB01050,Galantamine,0
DB09293,Gallium citrate Ga-67,0
DB05382,Gandotinib,0
DB00654,Gemcitabine,0
DB01137,Gimeracil,0
DB00367,Glutathione,0
DB00873,Glycine,0
DB00653,Heparin,0
DB04817,Hydrocodone,0
DB04819,IPI-493,0
DB00353,Ibritumomab tiuxetan,0
DB01110,Inosine pranobex,0
DB01400,Interferon alfa-2b,0
DB12620,Iobenguane sulfate I-123,0
DB12624,Isoflurane,0
DB00768,Isoniazid,0
DB00497,Ketorolac,0
DB12822,Lactic acid,0
DB00652,Lactose,0
DB00388,Lapatinib,0
DB00670,Letrozole,0
DB06209,Leuprolide,0
DB09141,Levocarnitine,0
DB00863,Magnesium cation,0
DB00899,Magnesium chloride,0
DB11933,Maltose,0
DB00896,Mapracorat,0
DB01001,Mechlorethamine,0
DB00936,Metformin,0
DB09532,Methylthioninium,0
DB00052,Minocycline,0
DB11460,Mitomycin,0
DB12473,Modafinil,0
DB00871,Morphine,0
DB09070,Mycophenolate mofetil,0
DB08816,NX-1207,0
DB00193,Naltrexone,0
DB00302,Naphazoline,0
DB00620,Nefopam,0
DB13129,Nicardipine,0
DB01586,Nitrous acid,0
DB05294,Nitrous oxide,0
DB01273,Nivolumab,0
