Drug,Drug_Name,label
DB06690,Nitrous oxide,0
DB09035,Nivolumab,0
DB00717,Norethisterone,0
DB00334,Olanzapine,0
DB12513,Omaveloxolone,0
DB00338,Omeprazole,0
DB00338,Omeprazole,0
DB09140,Oxygen,0
DB11765,PF-04991532,0
DB05495,PG-530742,0
DB01229,Paclitaxel,0
DB09037,Pembrolizumab,0
DB12602,Pentetreotide,0
DB04874,Picoplatin,0
DB00337,Pimecrolimus,0
DB06811,Polidocanol,0
DB09287,Polyethylene glycol,0
DB00781,Polymyxin B,0
DB00761,Potassium chloride,0
DB00750,Prilocaine,0
DB01087,Primaquine,0
DB01168,Procarbazine,0
DB00339,Pyrazinamide,0
DB00205,Pyrimethamine,0
DB00481,Raloxifene,0
DB11656,Rebamipide,0
DB01045,Rifampicin,0
DB11753,Rifamycin,0
DB00884,Risedronic acid,0
DB06228,Rivaroxaban,0
DB01656,Roflumilast,0
DB00268,Ropinirole,0
DB00412,Rosiglitazone,0
DB13067,Rotigaptide,0
DB05273,Samarium (153Sm) lexidronam,0
DB12035,Sarecycline,0
DB00658,Sevelamer,0
DB12965,Silver,0
DB09395,Sodium acetate,0
DB09484,Sodium fluorophosphate,0
DB02772,Sucrose,0
DB01299,Sulfadoxine,0
DB01268,Sunitinib,0
DB09397,Technetium Tc-99m sulfur colloid,0
DB05253,Telapristone acetate,0
DB12228,Telcagepant,0
DB06287,Temsirolimus,0
DB06285,Teriparatide,0
DB00624,Testosterone,0
DB00775,Tirofiban,0
DB06273,Tocilizumab,0
DB08895,Tofacitinib,0
DB06212,Tolvaptan,0
DB01030,Topotecan,0
DB12169,Tralokinumab,0
DB00072,Trastuzumab,0
DB00287,Travoprost,0
DB00755,Tretinoin,0
DB00440,Trimethoprim,0
DB06825,Triptorelin,0
DB03419,Uracil,0
DB00570,Vinblastine,0
DB00541,Vincristine,0
DB00162,Vitamin A,0
DB00169,Vitamin D3,0
DB09145,Water,0
DB11195,Xylitol,0
DB01593,Zinc,0
DB00399,Zoledronic acid,0
DB02342,2-Methoxyestradiol,0
DB01418,Acenocoumarol,0
DB00316,Acetaminophen,0
DB11709,Acetyl hexapeptide-3,0
DB08885,Aflibercept,0
DB01118,Amiodarone,0
DB00681,Amphotericin B,0
DB09274,Artesunate,0
DB00945,Aspirin,0
DB01076,Atorvastatin,0
DB00972,Azelastine,0
DB00207,Azithromycin,0
DB12768,BCG vaccine,0
DB00181,Baclofen,0
DB00394,Beclomethasone dipropionate,0
DB09084,Benzydamine,0
DB04115,Berberine,0
DB00112,Bevacizumab,0
DB11326,Boric acid,0
DB00188,Bortezomib,0
DB11776,Brodalumab,0
DB01222,Budesonide,0
DB00297,Bupivacaine,0
DB05398,C31G,0
DB00146,Calcifediol,0
DB00258,Calcium acetate,0
DB06774,Capsaicin,0
DB01197,Captopril,0
DB00958,Carboplatin,0
DB01136,Carvedilol,0
DB09050,Ceftolozane,0
DB01410,Ciclesonide,0
DB00515,Cisplatin,0
DB00155,Citrulline,0
DB01190,Clindamycin,0
DB09065,Cobicistat,0
DB00286,Conjugated estrogens,0
DB11672,Curcumin,0
DB11682,Daprodustat,0
DB01260,Desonide,0
DB01260,Desonide,0
DB00547,Desoximetasone,0
DB00633,Dexmedetomidine,0
DB00900,Didanosine,0
DB00997,Doxorubicin,0
DB00254,Doxycycline,0
DB01395,Drospirenone,0
DB01126,Dutasteride,0
DB00378,Dydrogesterone,0
DB09272,Eluxadoline,0
DB00584,Enalapril,0
DB00668,Epinephrine,0
DB00199,Erythromycin,0
DB00016,Erythropoietin,0
DB09119,Eslicarbazepine acetate,0
DB00783,Estradiol,0
DB00005,Etanercept,0
DB00773,Etoposide,0
DB01039,Fenofibrate,0
DB00800,Fenoldopam,0
DB04908,Flibanserin,0
DB13146,Fluciclovine (18F),0
DB09502,Fludeoxyglucose (18F),0
DB00569,Fondaparinux,0
DB00983,Formoterol,0
DB01044,Gatifloxacin,0
DB00222,Glimepiride,0
DB03404,Hemin,0
DB01109,Heparin,0
DB08818,Hyaluronic acid,0
DB00999,Hydrochlorothiazide,0
DB00327,Hydromorphone,0
DB11602,Hydroxyethyl cellulose,0
DB06789,Hydroxyprogesterone caproate,0
DB00710,Ibandronate,0
DB01181,Ifosfamide,0
DB11964,Ilaprazole,0
DB09374,Indocyanine green,0
DB00982,Isotretinoin,0
DB09083,Ivabradine,0
DB00602,Ivermectin,0
DB01221,Ketamine,0
DB01026,Ketoconazole,0
DB01009,Ketoprofen,0
DB00581,Lactulose,0
DB00709,Lamivudine,0
DB09027,Ledipasvir,0
DB00480,Lenalidomide,0
DB00650,Leucovorin,0
DB00166,Lipoic acid,0
DB00722,Lisinopril,0
DB06708,Lumefantrine,0
DB01065,Melatonin,0
DB01042,Melphalan,0
DB00834,Mifepristone,0
DB11057,Mineral oil,0
DB00295,Morphine,0
DB00704,Naltrexone,0
DB00788,Naproxen,0
DB12293,Nefopam,0
DB00238,Nevirapine,0
DB01115,Nifedipine,0
DB00727,Nitroglycerin,0
DB08888,Ocriplasmin,0
DB00104,Octreotide,0
DB01165,Ofloxacin,0
DB11130,Opium,0
DB01229,Paclitaxel,0
DB09350,Piperonyl butoxide,0
DB00554,Piroxicam,0
DB00818,Propofol,0
DB01839,Propylene glycol,0
DB11087,Pyrethrum extract,0
DB00114,Pyridoxal phosphate,0
DB01129,Rabeprazole,0
DB00178,Ramipril,0
DB01270,Ranibizumab,0
DB12404,Remimazolam,0
DB11614,Rupatadine,0
DB09029,Secukinumab,0
DB00641,Simvastatin,0
DB01266,Sinecatechins,0
DB08934,Sofosbuvir,0
DB08934,Sofosbuvir,0
DB01638,Sorbitol,0
DB00649,Stavudine,0
DB00202,Succinylcholine,0
DB00364,Sucralfate,0
DB06206,Sugammadex,0
DB01015,Sulfamethoxazole,0
DB00669,Sumatriptan,0
DB00669,Sumatriptan,0
DB00820,Tadalafil,0
DB00706,Tamsulosin,0
DB09071,Tasimelteon,0
DB12441,Tavilermide,0
DB01606,Tazobactam,0
DB00853,Temozolomide,0
DB00031,Tenecteplase,0
DB00300,Tenofovir disoproxil,0
DB00277,Theophylline,0
DB00373,Timolol,0
DB05679,Ustekinumab,0
DB00313,Valproic acid,0
DB09082,Vilanterol,0
DB09185,Viloxazine,0
DB00541,Vincristine,0
DB00309,Vindesine,0
DB00169,Vitamin D3,0
DB11693,Voclosporin,0
DB00682,Warfarin,0
DB09145,Water,0
DB09315,Xenon-133,0
DB12537,"1,2-Benzodiazepine",0
DB06151,Acetylcysteine,0
DB00518,Albendazole,0
DB00062,Albumin human,0
DB06288,Amisulpride,0
DB01060,Amoxicillin,0
DB00905,Bimatoprost,0
DB00484,Brimonidine,0
DB00963,Bromfenac,0
DB00297,Bupivacaine,0
DB11348,Calcium Phosphate,0
DB01164,Calcium chloride,0
DB04519,Caprylic acid,0
DB11129,Carbamide peroxide,0
DB11059,Carboxymethylcellulose,0
DB09261,Certoparin,0
DB00608,Chloroquine,0
DB09126,Chorionic Gonadotropin (Human),0
DB01211,Clarithromycin,0
DB01013,Clobetasol propionate,0
DB00758,Clopidogrel,0
DB00363,Clozapine,0
DB00930,Colesevelam,0
DB00979,Cyclopentolate,0
DB01914,D-glucose,0
DB09183,Dasabuvir,0
DB10401,Dermatophagoides pteronyssinus,0
DB01189,Desflurane,0
DB00967,Desloratadine,0
DB01234,Dexamethasone,0
DB01576,Dextroamphetamine,0
DB00829,Diazepam,0
DB01231,Diphenidol,0
DB00869,Dorzolamide,0
DB00254,Doxycycline,0
DB00974,Edetic acid,0
DB00442,Entecavir,0
DB00442,Entecavir,0
DB12039,Epicatechin,0
DB00668,Epinephrine,0
DB00153,Ergocalciferol,0
DB00736,Esomeprazole,0
DB00736,Esomeprazole,0
DB00898,Ethanol,0
DB05869,Ethyl pyruvate,0
DB01590,Everolimus,0
DB01276,Exenatide,0
DB00813,Fentanyl,0
DB08917,Ferric carboxymaltose,0
DB08973,Fluclorolone acetonide,0
DB00324,Fluorometholone,0
DB00712,Flurbiprofen,0
DB00588,Fluticasone propionate,0
DB06730,Gestodene,0
DB09462,Glycerin,0
DB00999,Hydrochlorothiazide,0
DB11075,Hypromellose,0
DB01050,Ibuprofen,0
DB00047,Insulin glargine,0
DB00047,Insulin glargine,0
DB00030,Insulin human,0
DB00030,Insulin human,0
DB00046,Insulin lispro,0
DB09293,Iodide I-131,0
DB05382,Iodine,0
DB00602,Ivermectin,0
DB00448,Lansoprazole,0
DB00654,Latanoprost,0
DB01137,Levofloxacin,0
DB00367,Levonorgestrel,0
DB00281,Lidocaine,0
DB06655,Liraglutide,0
DB06655,Liraglutide,0
DB00873,Loteprednol,0
DB00653,Magnesium sulfate,0
DB01065,Melatonin,0
DB00454,Meperidine,0
DB04817,Metamizole,0
DB04819,Methapyrilene,0
DB00353,Methylergometrine,0
DB00916,Metronidazole,0
DB01110,Miconazole,0
DB01252,Mitiglinide,0
DB00218,Moxifloxacin,0
DB01400,Neostigmine,0
DB12620,Nerve Growth Factor,0
DB00646,Nystatin,0
DB12624,Octenidine,0
DB00768,Olopatadine,0
DB09296,Ombitasvir,0
DB00904,Ondansetron,0
DB00526,Oxaliplatin,0
DB00497,Oxycodone,0
DB00377,Palonosetron,0
DB12822,Pancreatic Polypeptide,0
DB00213,Pantoprazole,0
DB09297,Paritaprevir,0
DB00652,Pentazocine,0
DB00388,Phenylephrine,0
DB00670,Pirenzepine,0
DB09287,Polyethylene glycol,0
DB06812,Povidone-iodine,0
DB06209,Prasugrel,0
DB09320,Procaine benzylpenicillin,0
DB09141,Protamine sulfate,0
DB12518,Raclopride,0
DB00863,Ranitidine,0
DB00899,Remifentanil,0
DB00811,Ribavirin,0
DB11933,Riboprine,0
DB00896,Rimexolone,0
DB00503,Ritonavir,0
DB00073,Rituximab,0
DB00073,Rituximab,0
DB06228,Rivaroxaban,0
DB00296,Ropivacaine,0
DB00412,Rosiglitazone,0
DB01001,Salbutamol,0
DB00936,Salicylic acid,0
DB09532,Secretin human,0
DB09029,Secukinumab,0
DB01390,Sodium bicarbonate,0
DB01390,Sodium bicarbonate,0
DB09153,Sodium chloride,0
DB09325,Sodium fluoride,0
DB00052,Somatotropin,0
DB11460,Squalene,0
DB00708,Sufentanil,0
DB12473,Taurolidine,0
DB00871,Terbutaline,0
DB09070,Tibolone,0
DB08816,Ticagrelor,0
DB00193,Tramadol,0
DB00519,Trandolapril,0
DB00302,Tranexamic acid,0
DB00620,Triamcinolone,0
DB13129,Trimegestone,0
DB00809,Tropicamide,0
DB00094,Urofollitropin,0
DB01586,Ursodeoxycholic acid,0
DB05294,Vandetanib,0
DB01273,Varenicline,0
DB00661,Verapamil,0
DB04876,Vildagliptin,0
DB00163,Vitamin E,0
DB11739,Vonoprazan,0
